SUMLEV,STATE,COUNTY,STNAME,CTYNAME,TOT_POP,WP,nwpp
50,13,187,Georgia,Lumpkin County,31285,29695,0.050823078
50,13,189,Georgia,McDuffie County,21462,12095,0.436445811
50,13,191,Georgia,McIntosh County,14031,8898,0.365832799
50,13,193,Georgia,Macon County,13688,5024,0.632963179
50,13,195,Georgia,Madison County,28419,24843,0.12583131
50,13,197,Georgia,Marion County,8558,5518,0.355223183
50,13,199,Georgia,Meriwether County,21173,12336,0.41737118
50,13,201,Georgia,Miller County,5848,4114,0.296511628
50,13,205,Georgia,Mitchell County,22449,11174,0.502249543
50,13,207,Georgia,Monroe County,26708,19779,0.259435375
50,13,209,Georgia,Montgomery County,8942,6401,0.284164616
50,13,211,Georgia,Morgan County,17948,13250,0.261756185
50,13,213,Georgia,Murray County,39430,37811,0.041060107
50,13,215,Georgia,Muscogee County,198702,93208,0.530915643
50,13,217,Georgia,Newton County,104884,55231,0.473408718
50,13,219,Georgia,Oconee County,35853,31949,0.108889075
50,13,221,Georgia,Oglethorpe County,14732,11711,0.205063807
50,13,223,Georgia,Paulding County,151649,118345,0.219612394
50,13,225,Georgia,Peach County,26970,14322,0.468965517
50,13,227,Georgia,Pickens County,30136,29049,0.036069817
50,13,229,Georgia,Pierce County,19094,16849,0.117576202
50,13,231,Georgia,Pike County,17925,15782,0.119553696
50,13,233,Georgia,Polk County,41207,34423,0.164632223
50,13,235,Georgia,Pulaski County,11395,7511,0.340851251
50,13,237,Georgia,Putnam County,21307,15052,0.293565495
50,13,239,Georgia,Quitman County,2275,1166,0.487472527
50,13,241,Georgia,Rabun County,16223,15465,0.046723787
50,13,243,Georgia,Randolph County,7150,2637,0.631188811
50,13,245,Georgia,Richmond County,201451,78266,0.61148865
50,13,247,Georgia,Rockdale County,88354,37622,0.574190189
50,13,249,Georgia,Schley County,5209,4014,0.229410635
50,13,251,Georgia,Screven County,14059,7794,0.445622021
50,13,253,Georgia,Seminole County,8565,5472,0.361120841
50,13,255,Georgia,Spalding County,63818,40174,0.370491084
50,13,257,Georgia,Stephens County,25446,21708,0.146899316
50,13,259,Georgia,Stewart County,5973,2627,0.56018751
50,13,261,Georgia,Sumter County,30696,13404,0.563330727
50,13,263,Georgia,Talbot County,6498,2734,0.579255155
50,13,265,Georgia,Taliaferro County,1642,639,0.610840438
50,13,267,Georgia,Tattnall County,25387,17312,0.318076181
50,13,269,Georgia,Taylor County,8243,4896,0.40604149
50,13,271,Georgia,Telfair County,16451,9925,0.39669321
50,13,273,Georgia,Terrell County,9013,3353,0.627981804
50,13,275,Georgia,Thomas County,44796,27007,0.397111349
50,13,277,Georgia,Tift County,40536,26955,0.335035524
50,13,279,Georgia,Toombs County,27150,19233,0.29160221
50,13,281,Georgia,Towns County,11212,10902,0.027648948
50,13,283,Georgia,Treutlen County,6803,4505,0.337792151
50,13,285,Georgia,Troup County,69595,41875,0.398304476
50,13,287,Georgia,Turner County,7982,4648,0.417689802
50,13,289,Georgia,Twiggs County,8347,4731,0.433209536
50,13,291,Georgia,Union County,22007,21316,0.0313991
50,13,293,Georgia,Upson County,26231,18146,0.308223095
50,13,295,Georgia,Walker County,68537,63749,0.069860076
50,13,297,Georgia,Walton County,88333,70307,0.204068695
50,13,299,Georgia,Ware County,35327,23761,0.327398307
50,13,301,Georgia,Warren County,5374,2009,0.626163007
50,13,303,Georgia,Washington County,20736,9293,0.551842207
50,13,305,Georgia,Wayne County,29430,22690,0.229018009
50,13,307,Georgia,Webster County,2631,1445,0.450779171
50,13,309,Georgia,Wheeler County,7911,4821,0.390595374
50,13,311,Georgia,White County,28387,27061,0.046711523
50,13,313,Georgia,Whitfield County,103669,94282,0.090547801
50,13,315,Georgia,Wilcox County,9024,5611,0.378213652
50,13,317,Georgia,Wilkes County,9911,5435,0.451619413
50,13,319,Georgia,Wilkinson County,9080,5333,0.412665198
50,13,321,Georgia,Worth County,20688,14338,0.306941222
50,15,1,Hawaii,Hawaii County,195975,66667,0.659818854
50,15,3,Hawaii,Honolulu County,991064,222505,0.775488768
50,15,5,Hawaii,Kalawao County,88,24,0.727272727
50,15,7,Hawaii,Kauai County,71021,23700,0.666295884
50,15,9,Hawaii,Maui County,163904,57744,0.647696212
50,16,1,Idaho,Ada County,432862,399866,0.076227527
50,16,3,Idaho,Adams County,3891,3727,0.042148548
50,16,5,Idaho,Bannock County,84184,76903,0.086489119
50,16,7,Idaho,Bear Lake County,5879,5717,0.027555707
50,16,9,Idaho,Benewah County,8996,7785,0.134615385
50,16,11,Idaho,Bingham County,45057,40050,0.111125907
50,16,13,Idaho,Blaine County,21636,20599,0.047929377
50,16,15,Idaho,Boise County,6963,6630,0.047824214
50,16,17,Idaho,Bonner County,41600,39952,0.039615385
50,16,19,Idaho,Bonneville County,109849,104287,0.050633142
50,16,21,Idaho,Boundary County,11299,10724,0.050889459
50,16,23,Idaho,Butte County,2566,2460,0.041309431
50,16,25,Idaho,Camas County,1070,1007,0.058878505
50,16,27,Idaho,Canyon County,206842,193716,0.063459065
50,16,29,Idaho,Caribou County,6733,6537,0.029110352
50,16,31,Idaho,Cassia County,23499,22327,0.049874463
50,16,33,Idaho,Clark County,886,829,0.064334086
50,16,35,Idaho,Clearwater County,8554,8076,0.05588029
50,16,37,Idaho,Custer County,4059,3918,0.03473762
50,16,39,Idaho,Elmore County,25826,22656,0.122744521
50,16,41,Idaho,Franklin County,12955,12600,0.027402547
50,16,43,Idaho,Fremont County,12812,12342,0.036684358
50,16,45,Idaho,Gem County,16685,15910,0.046448906
50,16,47,Idaho,Gooding County,15188,14386,0.052804846
50,16,49,Idaho,Idaho County,16301,15309,0.060855162
50,16,51,Idaho,Jefferson County,27127,26052,0.039628414
50,16,53,Idaho,Jerome County,22971,21862,0.048278264
50,16,55,Idaho,Kootenai County,149367,141582,0.052119946
50,16,57,Idaho,Latah County,38796,36091,0.069723683
50,16,59,Idaho,Lemhi County,7737,7407,0.042652191
50,16,61,Idaho,Lewis County,3791,3352,0.11580058
50,16,63,Idaho,Lincoln County,5307,5081,0.042585265
50,16,65,Idaho,Madison County,37989,36285,0.04485509
50,16,67,Idaho,Minidoka County,20430,19335,0.053597651
50,16,69,Idaho,Nez Perce County,39995,35970,0.10063758
50,16,71,Idaho,Oneida County,4248,4141,0.025188324
50,16,73,Idaho,Owyhee County,11288,10337,0.08424876
50,16,75,Idaho,Payette County,22790,21519,0.055770075
50,16,77,Idaho,Power County,7687,7168,0.067516586
50,16,79,Idaho,Shoshone County,12440,11753,0.05522508
50,16,81,Idaho,Teton County,10725,10386,0.031608392
50,16,83,Idaho,Twin Falls County,82245,77625,0.056173628
50,16,85,Idaho,Valley County,10043,9695,0.034651001
50,16,87,Idaho,Washington County,9891,9385,0.051157618
50,17,1,Illinois,Adams County,66835,62391,0.066492107
50,17,3,Illinois,Alexander County,6762,4281,0.366903283
50,17,5,Illinois,Bond County,16686,15237,0.086839266
50,17,7,Illinois,Boone County,53579,49927,0.068161033
50,17,9,Illinois,Brown County,6753,5313,0.213238561
50,17,11,Illinois,Bureau County,33491,32315,0.035113911
50,17,13,Illinois,Calhoun County,4860,4804,0.011522634
50,17,15,Illinois,Carroll County,14642,14162,0.032782407
50,17,17,Illinois,Cass County,12843,11956,0.06906486
50,17,19,Illinois,Champaign County,209382,152819,0.27014261
50,17,21,Illinois,Christian County,33463,32325,0.03400771
50,17,23,Illinois,Clark County,15868,15558,0.019536173
50,17,25,Illinois,Clay County,13401,13070,0.024699649
50,17,27,Illinois,Clinton County,37665,35517,0.057029072
50,17,29,Illinois,Coles County,52179,48524,0.070047337
50,17,31,Illinois,Cook County,5244088,3442805,0.343488324
50,17,33,Illinois,Crawford County,19255,17928,0.068917164
50,17,35,Illinois,Cumberland County,10860,10603,0.023664825
50,17,37,Illinois,DeKalb County,104195,91219,0.124535726
50,17,39,Illinois,De Witt County,16184,15733,0.027867029
50,17,41,Illinois,Douglas County,19835,19291,0.027426267
50,17,43,Illinois,DuPage County,933609,755123,0.191178534
50,17,45,Illinois,Edgar County,17603,17278,0.018462762
50,17,47,Illinois,Edwards County,6511,6362,0.02288435
50,17,49,Illinois,Effingham County,34202,33453,0.021899304
50,17,51,Illinois,Fayette County,22036,20537,0.06802505
50,17,53,Illinois,Ford County,13529,13130,0.029492202
50,17,55,Illinois,Franklin County,39383,38367,0.025797933
50,17,57,Illinois,Fulton County,35713,33647,0.057850083
50,17,59,Illinois,Gallatin County,5221,5095,0.024133308
50,17,61,Illinois,Greene County,13345,13023,0.024128887
50,17,63,Illinois,Grundy County,50363,48424,0.038500486
50,17,65,Illinois,Hamilton County,8248,8055,0.023399612
50,17,67,Illinois,Hancock County,18216,17775,0.024209486
50,17,69,Illinois,Hardin County,4067,3951,0.028522252
50,17,71,Illinois,Henderson County,6997,6844,0.021866514
50,17,73,Illinois,Henry County,49638,47664,0.03976792
50,17,75,Illinois,Iroquois County,28522,27606,0.03211556
50,17,77,Illinois,Jackson County,59214,46129,0.220978147
50,17,79,Illinois,Jasper County,9630,9480,0.015576324
50,17,81,Illinois,Jefferson County,38272,33545,0.123510661
50,17,83,Illinois,Jersey County,22260,21598,0.029739443
50,17,85,Illinois,Jo Daviess County,22066,21589,0.021616967
50,17,87,Illinois,Johnson County,12777,11399,0.107850043
50,17,89,Illinois,Kane County,528760,459557,0.130877903
50,17,91,Illinois,Kankakee County,111750,90938,0.186237136
50,17,93,Illinois,Kendall County,122878,107448,0.125571705
50,17,95,Illinois,Knox County,51370,45234,0.119447148
50,17,97,Illinois,Lake County,704611,578257,0.179324478
50,17,99,Illinois,LaSalle County,111019,105274,0.051747899
50,17,101,Illinois,Lawrence County,16465,14467,0.121348315
50,17,103,Illinois,Lee County,34521,31787,0.079198169
50,17,105,Illinois,Livingston County,36605,34105,0.068296681
50,17,107,Illinois,Logan County,29284,26215,0.104801257
50,17,109,Illinois,McDonough County,31449,28402,0.096887023
50,17,111,Illinois,McHenry County,307572,288348,0.062502438
50,17,113,Illinois,McLean County,173141,145520,0.159528939
50,17,115,Illinois,Macon County,107343,84287,0.214788109
50,17,117,Illinois,Macoupin County,45876,44655,0.026615224
50,17,119,Illinois,Madison County,265996,234944,0.116738598
50,17,121,Illinois,Marion County,38359,35721,0.068771344
50,17,123,Illinois,Marshall County,11925,11634,0.024402516
50,17,125,Illinois,Mason County,13863,13518,0.024886388
50,17,127,Illinois,Massac County,14567,13256,0.089997941
50,17,129,Illinois,Menard County,12356,12004,0.028488184
50,17,131,Illinois,Mercer County,15746,15413,0.021148228
50,17,133,Illinois,Monroe County,33739,33066,0.019947242
50,17,135,Illinois,Montgomery County,29192,27762,0.048986024
50,17,137,Illinois,Morgan County,34673,31483,0.092002423
50,17,139,Illinois,Moultrie County,14743,14474,0.018245947
50,17,141,Illinois,Ogle County,51559,49795,0.034213231
50,17,143,Illinois,Peoria County,186481,138740,0.256009996
50,17,145,Illinois,Perry County,21521,19020,0.116212072
50,17,147,Illinois,Piatt County,16350,15992,0.021896024
50,17,149,Illinois,Pike County,15795,15340,0.028806584
50,17,151,Illinois,Pope County,4291,3953,0.078769518
50,17,153,Illinois,Pulaski County,5657,3675,0.350362383
50,17,155,Illinois,Putnam County,5727,5586,0.02462022
50,17,157,Illinois,Randolph County,32806,28714,0.12473328
50,17,159,Illinois,Richland County,15957,15460,0.031146205
50,17,161,Illinois,Rock Island County,146094,122323,0.16271031
50,17,163,Illinois,St. Clair County,264858,173528,0.344826284
50,17,165,Illinois,Saline County,24495,22753,0.071116554
50,17,167,Illinois,Sangamon County,198898,164786,0.171504993
50,17,169,Illinois,Schuyler County,7151,6810,0.047685638
50,17,171,Illinois,Scott County,5110,5014,0.018786693
50,17,173,Illinois,Shelby County,21819,21445,0.017141024
50,17,175,Illinois,Stark County,5505,5355,0.027247956
50,17,177,Illinois,Stephenson County,45668,39530,0.134404835
50,17,179,Illinois,Tazewell County,134302,129227,0.03778797
50,17,181,Illinois,Union County,17284,16629,0.03789632
50,17,183,Illinois,Vermilion County,79170,65566,0.171832765
50,17,185,Illinois,Wabash County,11624,11234,0.033551273
50,17,187,Illinois,Warren County,17455,16154,0.074534517
50,17,189,Illinois,Washington County,14262,13897,0.025592484
50,17,191,Illinois,Wayne County,16517,16116,0.024278017
50,17,193,Illinois,White County,14204,13868,0.023655308
50,17,195,Illinois,Whiteside County,56919,54456,0.043272018
50,17,197,Illinois,Will County,685877,551725,0.195591921
50,17,199,Illinois,Williamson County,67428,62334,0.07554725
50,17,201,Illinois,Winnebago County,287148,232448,0.190494101
50,17,203,Illinois,Woodford County,38930,37856,0.027587978
50,18,1,Indiana,Adams County,34945,34278,0.019087137
50,18,3,Indiana,Allen County,367362,297112,0.191228271
50,18,5,Indiana,Bartholomew County,81458,72606,0.108669498
50,18,7,Indiana,Benton County,8693,8468,0.025882894
50,18,9,Indiana,Blackford County,12242,11904,0.027609868
50,18,11,Indiana,Boone County,63033,59452,0.056811511
50,18,13,Indiana,Brown County,14994,14582,0.027477658
50,18,15,Indiana,Carroll County,19887,19445,0.022225574
50,18,17,Indiana,Cass County,38081,35681,0.063023555
50,18,19,Indiana,Clark County,114819,101687,0.114371315
50,18,21,Indiana,Clay County,26395,25794,0.022769464
50,18,23,Indiana,Clinton County,32373,31603,0.023785253
50,18,25,Indiana,Crawford County,10555,10310,0.023211748
50,18,27,Indiana,Daviess County,32823,31667,0.035219206
50,18,29,Indiana,Dearborn County,49455,48236,0.024648671
50,18,31,Indiana,Decatur County,26339,25553,0.02984168
50,18,33,Indiana,DeKalb County,42496,41445,0.024731739
50,18,35,Indiana,Delaware County,115767,103109,0.109340313
50,18,37,Indiana,Dubois County,42317,41290,0.024269206
50,18,39,Indiana,Elkhart County,202995,182135,0.102761152
50,18,41,Indiana,Fayette County,23388,22662,0.03104156
50,18,43,Indiana,Floyd County,76505,69600,0.090255539
50,18,45,Indiana,Fountain County,16537,16176,0.021829836
50,18,47,Indiana,Franklin County,22940,22472,0.020401046
50,18,49,Indiana,Fulton County,20340,19636,0.034611603
50,18,51,Indiana,Gibson County,33644,32121,0.045268101
50,18,53,Indiana,Grant County,67479,60023,0.110493635
50,18,55,Indiana,Greene County,32416,31764,0.020113524
50,18,57,Indiana,Hamilton County,308428,272007,0.118085907
50,18,59,Indiana,Hancock County,72413,68840,0.049341969
50,18,61,Indiana,Harrison County,39532,38525,0.025473035
50,18,63,Indiana,Hendricks County,157776,140685,0.10832446
50,18,65,Indiana,Henry County,48655,46444,0.045442401
50,18,67,Indiana,Howard County,82338,72993,0.113495591
50,18,69,Indiana,Huntington County,36518,35470,0.028698176
50,18,71,Indiana,Jackson County,43875,41819,0.046860399
50,18,73,Indiana,Jasper County,33478,32553,0.027630085
50,18,75,Indiana,Jay County,21137,20700,0.020674646
50,18,77,Indiana,Jefferson County,32297,30829,0.045453138
50,18,79,Indiana,Jennings County,27834,27138,0.025005389
50,18,81,Indiana,Johnson County,148962,139219,0.065405942
50,18,83,Indiana,Knox County,37760,35674,0.055243644
50,18,85,Indiana,Kosciusko County,78547,75392,0.040167034
50,18,87,Indiana,LaGrange County,38616,37874,0.019214833
50,18,89,Indiana,Lake County,487908,346872,0.289062692
50,18,91,Indiana,LaPorte County,110835,94611,0.146379754
50,18,93,Indiana,Lawrence County,45568,44350,0.026729284
50,18,95,Indiana,Madison County,129388,114638,0.113998207
50,18,97,Indiana,Marion County,939843,615679,0.344912927
50,18,99,Indiana,Marshall County,46733,45262,0.031476687
50,18,101,Indiana,Martin County,10216,10009,0.020262334
50,18,103,Indiana,Miami County,36004,33071,0.081463171
50,18,105,Indiana,Monroe County,144247,125542,0.129673407
50,18,107,Indiana,Montgomery County,38243,36893,0.035300578
50,18,109,Indiana,Morgan County,69559,67909,0.02372087
50,18,111,Indiana,Newton County,13971,13548,0.030277002
50,18,113,Indiana,Noble County,47515,46187,0.027949069
50,18,115,Indiana,Ohio County,5877,5769,0.018376723
50,18,117,Indiana,Orange County,19634,19018,0.031374147
50,18,119,Indiana,Owen County,20826,20297,0.025400941
50,18,121,Indiana,Parke County,16970,16321,0.03824396
50,18,123,Indiana,Perry County,19310,18414,0.046400829
50,18,125,Indiana,Pike County,12407,12148,0.020875312
50,18,127,Indiana,Porter County,167334,155382,0.07142601
50,18,129,Indiana,Posey County,25613,24889,0.028266896
50,18,131,Indiana,Pulaski County,12804,12441,0.028350515
50,18,133,Indiana,Putnam County,37382,34922,0.065807073
50,18,135,Indiana,Randolph County,25138,24470,0.026573315
50,18,137,Indiana,Ripley County,28372,27615,0.026681235
50,18,139,Indiana,Rush County,16708,16294,0.024778549
50,18,141,Indiana,St. Joseph County,268361,216975,0.191480878
50,18,143,Indiana,Scott County,23660,23100,0.023668639
50,18,145,Indiana,Shelby County,44341,42735,0.0362193
50,18,147,Indiana,Spencer County,20640,20144,0.024031008
50,18,149,Indiana,Starke County,22860,22339,0.022790901
50,18,151,Indiana,Steuben County,34469,33508,0.027880124
50,18,153,Indiana,Sullivan County,20874,19549,0.063476095
50,18,155,Indiana,Switzerland County,10614,10337,0.026097607
50,18,157,Indiana,Tippecanoe County,186723,157950,0.154094568
50,18,159,Indiana,Tipton County,15249,14898,0.023017903
50,18,161,Indiana,Union County,7185,6996,0.026304802
50,18,163,Indiana,Vanderburgh County,181504,156657,0.136895055
50,18,165,Indiana,Vermillion County,15593,15285,0.019752453
50,18,167,Indiana,Vigo County,107533,94761,0.118772842
50,18,169,Indiana,Wabash County,31860,30862,0.031324545
50,18,171,Indiana,Warren County,8270,8107,0.019709794
50,18,173,Indiana,Warrick County,61522,58183,0.054273268
50,18,175,Indiana,Washington County,27774,27243,0.0191186
50,18,177,Indiana,Wayne County,66972,60872,0.091082841
50,18,179,Indiana,Wells County,27851,27129,0.025923665
50,18,181,Indiana,White County,24274,23536,0.0304029
50,18,183,Indiana,Whitley County,33444,32637,0.024129889
50,19,1,Iowa,Adair County,7145,7015,0.018194542
50,19,3,Iowa,Adams County,3754,3673,0.021576985
50,19,5,Iowa,Allamakee County,13874,13391,0.03481332
50,19,7,Iowa,Appanoose County,12577,12223,0.028146617
50,19,9,Iowa,Audubon County,5711,5595,0.020311679
50,19,11,Iowa,Benton County,25608,25051,0.021751015
50,19,13,Iowa,Black Hawk County,133701,114463,0.143888228
50,19,15,Iowa,Boone County,26443,25581,0.032598419
50,19,17,Iowa,Bremer County,24746,23923,0.0332579
50,19,19,Iowa,Buchanan County,21105,20633,0.022364369
50,19,21,Iowa,Buena Vista County,20374,17280,0.151860214
50,19,23,Iowa,Butler County,14881,14570,0.020899133
50,19,25,Iowa,Calhoun County,9801,9442,0.036628915
50,19,27,Iowa,Carroll County,20423,19866,0.027273172
50,19,29,Iowa,Cass County,13351,13056,0.022095723
50,19,31,Iowa,Cedar County,18254,17805,0.024597349
50,19,33,Iowa,Cerro Gordo County,42983,41057,0.044808413
50,19,35,Iowa,Cherokee County,11483,11127,0.031002351
50,19,37,Iowa,Chickasaw County,12151,11937,0.017611719
50,19,39,Iowa,Clarke County,9219,8879,0.036880356
50,19,41,Iowa,Clay County,16498,16021,0.028912595
50,19,43,Iowa,Clayton County,17726,17331,0.022283651
50,19,45,Iowa,Clinton County,47558,44763,0.058770344
50,19,47,Iowa,Crawford County,17082,15834,0.073059361
50,19,49,Iowa,Dallas County,80631,74069,0.081383091
50,19,51,Iowa,Davis County,8777,8620,0.017887661
50,19,53,Iowa,Decatur County,8137,7764,0.04583999
50,19,55,Iowa,Delaware County,17393,17104,0.01661588
50,19,57,Iowa,Des Moines County,39874,36043,0.096077645
50,19,59,Iowa,Dickinson County,17004,16627,0.022171254
50,19,61,Iowa,Dubuque County,96850,90448,0.06610222
50,19,63,Iowa,Emmet County,9702,9213,0.050401979
50,19,65,Iowa,Fayette County,20142,19404,0.036639857
50,19,67,Iowa,Floyd County,15910,15067,0.052985544
50,19,69,Iowa,Franklin County,10319,9986,0.032270569
50,19,71,Iowa,Fremont County,6912,6741,0.024739583
50,19,73,Iowa,Greene County,8944,8723,0.024709302
50,19,75,Iowa,Grundy County,12405,12185,0.017734784
50,19,77,Iowa,Guthrie County,10649,10414,0.0220678
50,19,79,Iowa,Hamilton County,15218,14469,0.049218031
50,19,81,Iowa,Hancock County,11028,10736,0.026478056
50,19,83,Iowa,Hardin County,17253,16589,0.03848606
50,19,85,Iowa,Harrison County,14139,13858,0.019874107
50,19,87,Iowa,Henry County,19843,18422,0.071612155
50,19,89,Iowa,Howard County,9313,9138,0.018790937
50,19,91,Iowa,Humboldt County,9556,9335,0.023126831
50,19,93,Iowa,Ida County,6968,6815,0.02195752
50,19,95,Iowa,Iowa County,16282,15916,0.022478811
50,19,97,Iowa,Jackson County,19366,18783,0.030104307
50,19,99,Iowa,Jasper County,36750,35267,0.040353741
50,19,101,Iowa,Jefferson County,17906,14951,0.165028482
50,19,103,Iowa,Johnson County,144943,122172,0.157103137
50,19,105,Iowa,Jones County,20433,19601,0.040718446
50,19,107,Iowa,Keokuk County,10171,9982,0.018582244
50,19,109,Iowa,Kossuth County,15158,14776,0.025201214
50,19,111,Iowa,Lee County,34894,32875,0.05786095
50,19,113,Iowa,Linn County,220271,197827,0.101892669
50,19,115,Iowa,Louisa County,11285,10512,0.068498006
50,19,117,Iowa,Lucas County,8610,8461,0.017305459
50,19,119,Iowa,Lyon County,11747,11539,0.017706649
50,19,121,Iowa,Madison County,15720,15318,0.025572519
50,19,123,Iowa,Mahaska County,22312,21331,0.043967372
50,19,125,Iowa,Marion County,33109,31931,0.03557945
50,19,127,Iowa,Marshall County,40352,37152,0.079302141
50,19,129,Iowa,Mills County,14882,14459,0.028423599
50,19,131,Iowa,Mitchell County,10676,10473,0.019014612
50,19,133,Iowa,Monona County,8866,8584,0.031806903
50,19,135,Iowa,Monroe County,7924,7715,0.026375568
50,19,137,Iowa,Montgomery County,10149,9891,0.025421224
50,19,139,Iowa,Muscatine County,43068,40489,0.059882047
50,19,141,Iowa,O'Brien County,13926,13511,0.029800373
50,19,143,Iowa,Osceola County,6160,5987,0.028084416
50,19,145,Iowa,Page County,15462,14577,0.057237097
50,19,147,Iowa,Palo Alto County,9140,8808,0.036323851
50,19,149,Iowa,Plymouth County,24899,24081,0.032852725
50,19,151,Iowa,Pocahontas County,6967,6715,0.036170518
50,19,153,Iowa,Polk County,467304,402126,0.139476658
50,19,155,Iowa,Pottawattamie County,93563,88881,0.050041149
50,19,157,Iowa,Poweshiek County,18358,17373,0.053655082
50,19,159,Iowa,Ringgold County,4977,4874,0.020695198
50,19,161,Iowa,Sac County,9966,9762,0.020469597
50,19,163,Iowa,Scott County,171903,148510,0.136082558
50,19,165,Iowa,Shelby County,11789,11482,0.026041225
50,19,167,Iowa,Sioux County,34754,33674,0.03107556
50,19,169,Iowa,Story County,96636,84198,0.128709798
50,19,171,Iowa,Tama County,17217,15180,0.118313295
50,19,173,Iowa,Taylor County,6246,6105,0.022574448
50,19,175,Iowa,Union County,12430,12035,0.031777957
50,19,177,Iowa,Van Buren County,7296,7159,0.018777412
50,19,179,Iowa,Wapello County,35456,33111,0.066138312
50,19,181,Iowa,Warren County,48468,47046,0.029338945
50,19,183,Iowa,Washington County,22145,21485,0.029803567
50,19,185,Iowa,Wayne County,6359,6221,0.021701525
50,19,187,Iowa,Webster County,37066,34133,0.079129121
50,19,189,Iowa,Winnebago County,10603,10165,0.041309063
50,19,191,Iowa,Winneshiek County,20745,20150,0.02868161
50,19,193,Iowa,Woodbury County,102492,90432,0.11766772
50,19,195,Iowa,Worth County,7503,7273,0.030654405
50,19,197,Iowa,Wright County,12841,12427,0.03224048
50,20,1,Kansas,Allen County,12683,11840,0.066466924
50,20,3,Kansas,Anderson County,7816,7585,0.029554759
50,20,5,Kansas,Atchison County,16418,14944,0.08977951
50,20,7,Kansas,Barber County,4824,4606,0.045190713
50,20,9,Kansas,Barton County,27159,25881,0.047056224
50,20,11,Kansas,Bourbon County,14733,13597,0.077105817
50,20,13,Kansas,Brown County,9708,8321,0.142871858
50,20,15,Kansas,Butler County,66249,61930,0.065193437
50,20,17,Kansas,Chase County,2656,2541,0.043298193
50,20,19,Kansas,Chautauqua County,3387,3018,0.10894597
50,20,21,Kansas,Cherokee County,20535,18604,0.094034575
50,20,23,Kansas,Cheyenne County,2674,2603,0.026551982
50,20,25,Kansas,Clark County,2081,1966,0.055261893
50,20,27,Kansas,Clay County,8293,7996,0.035813337
50,20,29,Kansas,Cloud County,9188,8815,0.04059643
50,20,31,Kansas,Coffey County,8291,7956,0.040405259
50,20,33,Kansas,Comanche County,1827,1768,0.032293377
50,20,35,Kansas,Cowley County,35752,31915,0.107322667
50,20,37,Kansas,Crawford County,39139,35903,0.08267968
50,20,39,Kansas,Decatur County,2923,2841,0.02805337
50,20,41,Kansas,Dickinson County,19206,18314,0.04644382
50,20,43,Kansas,Doniphan County,7788,7220,0.072932717
50,20,45,Kansas,Douglas County,118141,99091,0.161248
50,20,47,Kansas,Edwards County,2955,2811,0.048730964
50,20,49,Kansas,Elk County,2574,2435,0.054001554
50,20,51,Kansas,Ellis County,28999,27587,0.048691334
50,20,53,Kansas,Ellsworth County,6302,5792,0.08092669
50,20,55,Kansas,Finney County,37148,33105,0.108834931
50,20,57,Kansas,Ford County,34629,31902,0.078749025
50,20,59,Kansas,Franklin County,25469,24160,0.051395815
50,20,61,Kansas,Geary County,36681,25588,0.302418146
50,20,63,Kansas,Gove County,2698,2637,0.02260934
50,20,65,Kansas,Graham County,2591,2357,0.090312621
50,20,67,Kansas,Grant County,7724,7290,0.056188503
50,20,69,Kansas,Gray County,6082,5900,0.029924367
50,20,71,Kansas,Greeley County,1302,1264,0.029185868
50,20,73,Kansas,Greenwood County,6233,5945,0.046205679
50,20,75,Kansas,Hamilton County,2568,2419,0.058021807
50,20,77,Kansas,Harper County,5781,5536,0.042380211
50,20,79,Kansas,Harvey County,34802,32695,0.060542498
50,20,81,Kansas,Haskell County,4089,3913,0.043042309
50,20,83,Kansas,Hodgeman County,1869,1772,0.051899411
50,20,85,Kansas,Jackson County,13285,11503,0.134136244
50,20,87,Kansas,Jefferson County,18794,18080,0.037990848
50,20,89,Kansas,Jewell County,2963,2897,0.022274722
50,20,91,Kansas,Johnson County,579684,506462,0.126313647
50,20,93,Kansas,Kearny County,3929,3728,0.051158055
50,20,95,Kansas,Kingman County,7636,7383,0.03313253
50,20,97,Kansas,Kiowa County,2570,2435,0.052529183
50,20,99,Kansas,Labette County,20628,18337,0.111062633
50,20,101,Kansas,Lane County,1630,1536,0.057668712
50,20,103,Kansas,Leavenworth County,79119,67269,0.14977439
50,20,105,Kansas,Lincoln County,3142,3057,0.027052833
50,20,107,Kansas,Linn County,9580,9209,0.038726514
50,20,109,Kansas,Logan County,2787,2671,0.041621816
50,20,111,Kansas,Lyon County,33133,29986,0.094980835
50,20,113,Kansas,McPherson County,28648,27335,0.04583217
50,20,115,Kansas,Marion County,12053,11569,0.040155978
50,20,117,Kansas,Marshall County,9845,9546,0.030370747
50,20,119,Kansas,Meade County,4301,4117,0.042780749
50,20,121,Kansas,Miami County,32758,31385,0.041913426
50,20,123,Kansas,Mitchell County,6294,6131,0.02589768
50,20,125,Kansas,Montgomery County,33436,28515,0.147176696
50,20,127,Kansas,Morris County,5628,5431,0.035003554
50,20,129,Kansas,Morton County,2953,2740,0.072130037
50,20,131,Kansas,Nemaha County,10094,9771,0.031999207
50,20,133,Kansas,Neosho County,16287,15460,0.050776693
50,20,135,Kansas,Ness County,3020,2917,0.03410596
50,20,137,Kansas,Norton County,5536,5231,0.055093931
50,20,139,Kansas,Osage County,15865,15295,0.035928144
50,20,141,Kansas,Osborne County,3641,3524,0.032134029
50,20,143,Kansas,Ottawa County,5934,5739,0.032861476
50,20,145,Kansas,Pawnee County,6769,6159,0.090116709
